customerid,transactions,price,quantity,country,date
530,"Butter, Cheese, Fish, Lettuce",13,13,United States,11/7/2023
303,Lettuce,19,7,Australia,2/4/2021
742,Chicken,47,20,United Kingdom,4/19/2020
559,Grapes,30,12,Canada,4/11/2024
612,"Fish, Cereal, Grapes",55,17,United Kingdom,8/7/2022
107,"Tomatoes, Beef, Chicken",7,12,Australia,8/16/2020
188,Carrots,,,United Kingdom,2/23/2022
579,Carrots,74,13,Canada,12/4/2024
949,Carrots,21,4,Australia,5/7/2021
871,"Grapes, Chicken, Onions, Bananas",87,13,United Kingdom,2/19/2020
309,"Onions, Lettuce, Bananas, Pasta",69,11,United States,11/8/2022
858,"Tomatoes, Beef, Bananas, Carrots, Fish",29,2,Canada,11/9/2022
823,Bananas,79,17,Germany,7/1/2020
376,"Grapes, Onions, Lettuce",13,7,United Kingdom,7/25/2023
703,"Carrots, Cereal",31,1,Germany,4/20/2023
354,"Onions, Grapes, Bread, Potatoes",92,2,Australia,3/5/2023
523,Butter,79,16,Germany,8/23/2023
1,Beef,23,4,Canada,3/23/2020
177,"Tomatoes, Cereal, Potatoes",39,15,United States,1/11/2021
365,"Rice, Milk, Apples, Bananas",34,18,Canada,4/14/2023
54,Oranges,18,1,Canada,7/20/2024
746,Eggs,9,8,United Kingdom,9/13/2022
455,"Bread, Tomatoes, Grapes",550,10,Canada,2/26/2020
353,Bananas,62,3,Germany,1/19/2021
805,"Rice, Cheese",92,11,United States,8/18/2024
203,"Rice, Potatoes",25,7,Canada,11/27/2021
68,"Oranges, Beef, Fish, Grapes, Eggs",2,7,Australia,12/13/2021
496,"Rice, Potatoes",32,7,Germany,11/11/2020
691,"Pasta, Eggs",73,13,Germany,2/7/2022
115,"Milk, Oranges",48,7,Germany,7/9/2021
546,"Milk, Potatoes, Chicken, Grapes, Bananas",73,10,Canada,2/11/2022
489,"Cereal, Cheese, Carrots, Lettuce, Bananas",59,6,Australia,3/30/2023
265,"Butter, Apples, Oranges, Rice, Pasta",11,20,Canada,1/6/2022
847,"Cheese, Grapes, Onions, Milk",19,7,United States,8/28/2024
768,Eggs,91,20,Canada,12/7/2020
810,"Bread, Cereal, Beef, Chicken, Apples",20,7,Canada,6/28/2024
892,"Rice, Beef, Bananas, Butter, Cereal",44,6,United Kingdom,11/15/2023
752,"Cereal, Eggs, Fish, Milk",78,8,United Kingdom,4/17/2021
380,"Eggs, Pasta, Beef, Bread",37,20,Germany,5/15/2022
78,"Onions, Cheese, Grapes",5,6,Germany,9/24/2022
956,"Fish, Tomatoes, Bread, Chicken, Cereal",26,8,Germany,10/1/2022
720,Cheese,38,2,Germany,1/9/2021
47,"Onions, Rice, Beef, Apples, Oranges",1,16,Germany,6/27/2023
243,Chicken,46,14,United Kingdom,4/27/2024
813,"Pasta, Oranges, Bananas, Bread",58,5,United Kingdom,4/23/2020
701,"Cheese, Apples, Milk, Butter",76,8,United Kingdom,7/18/2022
865,"Cereal, Lettuce, Bread",5,19,Australia,2/11/2022
244,"Milk, Eggs, Chicken, Carrots, Bread",65,9,United States,8/21/2024
347,"Fish, Cheese, Bread, Lettuce, Cereal",26,20,Canada,5/10/2021
335,"Butter, Chicken",57,8,Australia,7/10/2022
105,"Tomatoes, Milk",52,16,Australia,3/23/2024
312,"Apples, Cheese, Carrots, Rice, Bread",17,1,Australia,6/21/2021
877,"Tomatoes, Grapes, Potatoes, Lettuce, Pasta",80,3,Australia,9/26/2021
686,"Cheese, Bread, Fish, Rice",82,15,United Kingdom,4/1/2023
921,"Fish, Onions, Apples",43,3,Canada,9/2/2020
738,Oranges,70,20,United Kingdom,6/18/2024
597,Potatoes,94,16,United States,2/25/2020
450,"Beef, Onions",36,15,United Kingdom,7/29/2023
713,"Tomatoes, Apples, Chicken, Cheese, Beef",7,18,Canada,4/8/2021
477,Tomatoes,35,4,Australia,4/3/2023
525,"Grapes, Milk, Beef, Oranges",59,8,Germany,8/5/2022
661,"Oranges, Onions, Chicken",85,17,United Kingdom,4/13/2021
770,Beef,90,20,United Kingdom,2/13/2022
590,"Chicken, Bread, Potatoes, Bananas, Fish",36,1,United Kingdom,6/4/2022
407,"Beef, Grapes, Onions, Cheese",13,8,United States,11/25/2020
362,"Carrots, Cereal, Grapes, Rice",19,13,United States,7/14/2022
714,"Onions, Beef, Pasta",72,11,United States,1/12/2024
819,"Rice, Carrots, Potatoes",88,14,United States,4/20/2022
561,Rice,99,8,Germany,8/1/2021
438,"Bananas, Grapes, Beef",85,5,United Kingdom,8/8/2023
848,"Bread, Carrots, Beef",90,1,Germany,11/8/2021
640,Milk,31,7,United Kingdom,3/1/2021
178,"Bananas, Chicken, Oranges",70,2,United Kingdom,6/9/2024
568,"Apples, Butter, Eggs",56,7,United States,8/9/2021
190,"Beef, Carrots, Bananas, Apples",55,13,United States,11/29/2020
651,"Pasta, Rice, Apples, Chicken, Beef",7,9,Germany,4/29/2024
882,"Milk, Oranges, Carrots, Potatoes, Cheese",97,5,Canada,2/28/2024
657,"Potatoes, Tomatoes, Onions, Oranges",69,3,United Kingdom,12/9/2021
216,"Cereal, Potatoes, Onions",69,3,Australia,10/1/2023
687,"Butter, Eggs",52,1,Canada,7/15/2022
163,Rice,13,12,Canada,9/22/2021
796,"Onions, Milk, Oranges, Grapes",6,18,Germany,10/12/2024
472,"Butter, Rice, Eggs, Potatoes",80,10,United States,5/25/2022
88,"Tomatoes, Onions, Eggs, Bread, Fish",65,19,Germany,2/10/2020
784,"Pasta, Apples",57,14,United Kingdom,8/11/2021
67,Pasta,34,1,United States,12/7/2021
421,Chicken,45,9,Germany,7/25/2022
57,"Beef, Milk",38,3,United States,2/3/2024
268,"Milk, Pasta, Fish",46,15,Australia,4/6/2020
868,"Milk, Tomatoes, Beef, Lettuce, Apples",53,4,United Kingdom,1/21/2020
988,Lettuce,96,16,United States,1/24/2024
32,"Oranges, Grapes",48,6,United Kingdom,9/17/2020
533,"Onions, Oranges, Beef, Fish",4,2,Germany,7/8/2023
907,"Chicken, Lettuce, Butter, Tomatoes, Fish",66,12,Canada,4/28/2022
200,"Rice, Milk",95,12,Canada,5/8/2021
499,"Grapes, Eggs, Milk, Bananas",940,1,Canada,12/20/2020
858,"Eggs, Bread, Fish, Potatoes",58,10,United States,1/30/2023
318,Apples,74,3,Australia,2/12/2022
137,"Fish, Grapes, Bananas",6,8,United Kingdom,9/6/2020
98,"Chicken, Potatoes, Milk",570,5,Australia,8/28/2022
710,"Bananas, Onions, Rice, Bread",11,9,Australia,6/6/2023
863,"Onions, Rice, Chicken, Fish, Bananas",56,16,United Kingdom,2/12/2021
388,"Cereal, Apples, Oranges, Onions",98,7,Canada,2/22/2020
849,"Milk, Eggs, Lettuce, Cereal",6,4,Australia,10/4/2024
37,Potatoes,24,10,Germany,11/29/2024
452,"Bananas, Bread, Cereal, Pasta, Grapes",13,16,United States,6/12/2023
408,"Onions, Grapes, Bananas",79,11,United Kingdom,2/26/2023
780,"Lettuce, Tomatoes, Beef, Cereal, Potatoes",52,5,Canada,11/14/2021
266,"Cheese, Cereal",72,14,United Kingdom,5/31/2022
942,"Chicken, Rice",9,19,United Kingdom,2/24/2020
30,"Lettuce, Cereal, Pasta, Butter",90,10,Canada,4/25/2021
243,"Lettuce, Milk, Apples, Fish, Bananas",53,14,United Kingdom,2/3/2021
591,"Pasta, Potatoes, Carrots",60,11,Germany,12/7/2024
987,"Cereal, Apples, Milk, Grapes, Cheese",80,10,United States,4/13/2023
828,"Beef, Onions, Apples, Rice",5,4,Canada,11/5/2022
80,"Lettuce, Pasta, Rice, Bread, Butter",52,15,Canada,12/25/2021
504,"Chicken, Cereal, Eggs, Apples",14,19,United States,11/14/2024
910,Lettuce,26,3,United Kingdom,9/12/2022
313,"Beef, Potatoes, Milk, Bread, Eggs",2,10,United States,6/10/2023
915,"Butter, Fish",7,6,United Kingdom,9/17/2020
879,"Eggs, Pasta, Cereal, Grapes",54,6,United States,1/11/2022
655,"Rice, Apples, Bananas, Milk",54,12,Australia,11/15/2021
415,"Lettuce, Cereal, Fish, Eggs, Butter",46,16,Australia,8/20/2020
790,"Cereal, Tomatoes",60,7,Canada,10/30/2021
47,"Bananas, Cheese, Bread, Beef, Fish",35,15,Germany,7/11/2021
769,"Beef, Rice, Tomatoes",59,3,United States,6/12/2021
265,"Butter, Onions, Oranges",1,14,United Kingdom,3/23/2022
471,"Lettuce, Oranges",36,3,Australia,2/3/2020
763,Butter,94,17,Canada,11/25/2023
408,"Milk, Tomatoes, Beef",40,10,Canada,11/19/2024
403,"Rice, Butter",86,3,Germany,2/14/2020
132,"Oranges, Chicken, Butter, Lettuce",0,8,United States,5/3/2023
534,"Eggs, Tomatoes",19,16,United Kingdom,12/12/2021
189,"Tomatoes, Pasta, Bananas, Lettuce",98,9,Australia,4/4/2023
87,"Rice, Grapes, Tomatoes",47,14,Canada,4/7/2020
226,"Bread, Eggs, Milk",82,11,Germany,10/16/2023
621,"Milk, Oranges, Butter",36,5,United Kingdom,5/18/2022
951,Chicken,61,16,United Kingdom,1/21/2022
865,"Milk, Apples, Butter, Oranges, Carrots",4,7,Australia,2/5/2024
102,"Beef, Cereal, Oranges, Carrots",79,8,Australia,10/17/2022
378,"Onions, Tomatoes, Rice",5,6,Germany,6/29/2020
869,"Lettuce, Pasta, Onions, Milk",94,10,Germany,10/26/2021
155,"Apples, Oranges",99,7,United Kingdom,3/11/2021
720,"Cheese, Cereal, Milk, Oranges, Tomatoes",13,1,Australia,9/5/2021
555,"Bread, Onions",41,2,Germany,10/6/2022
900,"Onions, Rice",96,13,Canada,8/25/2023
652,"Fish, Apples, Bananas, Pasta, Onions",2,4,Germany,1/20/2022
956,"Fish, Lettuce, Rice",48,16,Canada,5/24/2024
574,"Bananas, Tomatoes, Beef, Eggs",60,13,United States,7/12/2023
867,"Milk, Bananas, Carrots, Grapes",62,2,Australia,6/22/2022
879,"Chicken, Beef, Rice, Carrots, Lettuce",36,3,Germany,11/9/2023
858,"Grapes, Eggs, Rice",17,4,Germany,8/20/2020
487,"Carrots, Milk",56,17,United Kingdom,11/21/2020
913,"Fish, Onions, Potatoes, Tomatoes, Carrots",25,10,United States,12/6/2022
840,"Milk, Eggs, Oranges",62,3,Canada,3/30/2022
471,"Apples, Eggs, Lettuce",78,3,Germany,12/10/2020
297,Fish,23,10,Australia,12/23/2023
530,"Grapes, Butter, Chicken, Potatoes",30,19,Australia,3/18/2023
212,"Grapes, Oranges, Milk, Butter, Bananas",33,1,Canada,9/22/2024
167,"Milk, Lettuce, Potatoes",6,18,United States,9/24/2020
599,"Tomatoes, Carrots",46,6,Canada,2/22/2024
998,"Pasta, Apples, Cereal",21,1,Germany,7/5/2024
137,"Onions, Butter, Cheese, Potatoes",87,7,Canada,10/3/2021
9,"Beef, Cheese, Rice, Oranges, Milk",96,11,United Kingdom,1/19/2022
566,Onions,85,6,Canada,4/2/2020
392,"Grapes, Chicken, Apples, Tomatoes, Butter",48,7,United States,6/1/2022
8,"Beef, Cereal, Chicken, Butter, Bananas",98,19,Australia,2/17/2023
926,Pasta,48,14,Germany,2/28/2024
587,"Carrots, Tomatoes, Cereal, Apples, Eggs",9,18,United Kingdom,4/3/2023
819,Tomatoes,68,1,United Kingdom,5/18/2020
279,"Tomatoes, Butter, Pasta, Cereal",21,16,United Kingdom,11/3/2024
266,"Tomatoes, Oranges, Carrots, Beef",42,12,Germany,4/20/2023
188,"Grapes, Chicken, Milk",92,13,Canada,5/8/2023
356,Butter,95,4,Germany,1/31/2023
657,"Potatoes, Cereal",14,13,United States,7/27/2023
377,"Apples, Grapes, Milk, Chicken",91,1,United States,2/11/2022
70,"Carrots, Rice, Pasta",41,8,United Kingdom,1/29/2020
104,"Bananas, Chicken, Potatoes, Grapes",11,11,United States,3/15/2023
688,"Milk, Bread, Pasta",9,16,United States,11/21/2023
91,"Chicken, Lettuce, Apples, Grapes",49,1,Canada,2/27/2022
621,"Eggs, Cheese, Grapes",57,6,United Kingdom,12/5/2023
495,"Carrots, Lettuce, Tomatoes, Grapes, Apples",34,3,United Kingdom,10/25/2021
343,"Grapes, Cheese",77,10,Canada,5/24/2023
995,"Cheese, Pasta, Oranges, Fish",62,5,Canada,5/6/2022
208,"Butter, Potatoes, Bread",24,8,United Kingdom,3/29/2022
105,"Onions, Tomatoes, Eggs, Rice",18,3,Germany,6/14/2020
907,"Tomatoes, Apples",18,1,Germany,1/23/2024
494,"Oranges, Eggs, Apples",24,5,Germany,5/11/2020
225,"Fish, Tomatoes, Apples, Grapes, Oranges",68,20,United States,10/26/2020
274,"Rice, Onions, Cereal, Apples, Eggs",51,7,Germany,4/6/2024
324,"Chicken, Potatoes, Pasta",530,6,Australia,5/18/2023
870,"Fish, Tomatoes, Grapes, Pasta",72,18,United States,4/1/2023
873,"Onions, Cheese",34,17,Canada,4/1/2020
40,Oranges,43,11,United States,10/8/2021
885,"Tomatoes, Fish, Chicken, Carrots, Pasta",63,19,United States,11/1/2023
448,Cereal,37,19,Australia,11/2/2022
672,"Cheese, Bread, Pasta, Oranges",16,3,Canada,11/12/2020
328,"Cereal, Eggs, Fish, Tomatoes, Bread",10,9,Germany,9/18/2024
390,Cheese,31,13,Canada,12/10/2023
107,Butter,75,8,Australia,9/14/2021
402,"Eggs, Cheese",11,19,United Kingdom,8/10/2024
344,"Fish, Grapes, Butter, Milk",33,4,Germany,6/2/2021
965,"Cereal, Bread",81,11,Canada,12/10/2021
17,"Butter, Chicken",51,2,Australia,4/4/2020
315,"Rice, Bananas, Bread, Cereal",65,12,United Kingdom,3/18/2022
630,"Chicken, Bananas, Potatoes, Eggs, Butter",77,5,United Kingdom,2/7/2020
99,"Fish, Grapes, Potatoes",74,17,Germany,5/17/2022
508,Oranges,86,14,Canada,8/4/2020
577,"Onions, Oranges, Apples, Grapes, Pasta",13,7,United States,11/13/2021
417,"Milk, Onions, Lettuce, Apples",6,19,Australia,4/16/2024
358,"Bread, Pasta, Fish, Cereal",64,2,Canada,12/2/2023
919,Cereal,49,14,Canada,4/17/2024
673,"Onions, Beef, Bread, Fish",64,1,United Kingdom,7/12/2023
929,"Grapes, Fish",86,19,Germany,4/10/2020
559,"Bread, Pasta, Oranges, Bananas",46,8,Germany,11/3/2020
860,"Grapes, Rice, Lettuce",34,20,Australia,11/15/2020
286,"Apples, Rice, Oranges, Cheese",31,20,Germany,1/6/2020
836,"Beef, Eggs, Tomatoes, Chicken, Onions",34,1,United States,10/14/2023
283,"Bread, Potatoes, Chicken",8,2,Germany,1/3/2020
152,Chicken,87,13,Australia,8/13/2021
142,"Apples, Potatoes, Pasta, Milk, Beef",17,14,Canada,6/27/2022
413,"Bananas, Beef, Lettuce",42,16,United Kingdom,2/28/2022
161,"Butter, Lettuce",4,3,United Kingdom,1/24/2024
643,"Bananas, Lettuce",61,10,United Kingdom,1/11/2022
990,"Carrots, Cheese, Butter, Chicken, Rice",37,5,United Kingdom,8/5/2021
187,"Eggs, Oranges, Cheese, Bananas",99,6,Canada,12/17/2020
151,"Eggs, Onions, Butter",9,20,Australia,6/13/2024
886,Oranges,16,11,Germany,1/23/2021
108,"Beef, Butter, Cereal, Grapes, Rice",50,9,Australia,7/2/2024
902,"Potatoes, Butter, Cereal, Milk, Beef",43,13,United Kingdom,10/7/2024
564,"Oranges, Cheese, Bread",59,7,Germany,5/7/2020
966,"Onions, Butter, Bananas",45,1,United States,3/12/2021
328,"Cheese, Oranges",66,17,United Kingdom,1/21/2024
229,"Apples, Grapes, Oranges, Carrots",13,6,Canada,2/13/2022
416,"Rice, Fish, Cereal, Lettuce",89,10,United States,2/18/2023
958,"Pasta, Cereal, Potatoes, Onions, Lettuce",60,14,United States,12/30/2020
370,Bananas,24,19,United Kingdom,1/9/2021
631,Onions,46,5,Germany,12/12/2022
268,"Bananas, Potatoes, Tomatoes, Oranges, Rice",78,8,Canada,2/4/2020
162,"Pasta, Apples, Bread, Potatoes",56,16,Germany,12/31/2020
427,"Pasta, Beef, Lettuce, Cheese",36,18,Australia,10/9/2022
476,"Eggs, Lettuce",45,13,Canada,11/21/2023
567,"Rice, Eggs, Oranges, Onions, Tomatoes",88,7,Australia,6/19/2020
727,"Fish, Beef, Oranges, Grapes, Pasta",67,7,Australia,11/30/2020
238,"Cheese, Eggs",87,18,Germany,11/6/2022
820,"Chicken, Eggs, Fish, Oranges",2,19,United Kingdom,3/19/2023
362,"Chicken, Fish, Onions",18,15,United States,11/29/2024
912,"Cereal, Rice",82,19,Canada,5/27/2021
35,"Butter, Beef, Bread",83,15,Germany,7/19/2020
7,"Potatoes, Fish, Bananas",66,11,United Kingdom,6/13/2020
365,"Carrots, Rice, Potatoes, Eggs, Apples",6,15,Australia,8/25/2020
190,"Rice, Cheese, Bread",64,3,Australia,11/14/2020
761,"Beef, Bananas, Grapes",23,4,United States,12/5/2021
631,Butter,31,15,United States,10/28/2020
64,"Apples, Lettuce, Oranges, Cereal, Butter",,,Australia,4/22/2024
507,Chicken,,,Canada,10/4/2024
478,"Pasta, Bread, Bananas",31,18,United States,11/13/2021
23,"Milk, Oranges, Eggs, Potatoes",55,1,United Kingdom,11/29/2024
564,"Potatoes, Onions, Lettuce",79,13,United Kingdom,1/1/2024
240,"Fish, Grapes",87,2,Germany,9/13/2020
730,Grapes,23,13,Germany,7/9/2022
648,"Grapes, Milk, Chicken, Tomatoes",18,11,United States,7/29/2024
104,"Butter, Carrots, Onions, Lettuce, Grapes",17,11,United States,4/19/2022
464,"Beef, Apples, Tomatoes, Pasta",17,19,Germany,3/6/2021
893,Oranges,74,7,Australia,12/21/2022
381,"Lettuce, Butter, Beef",48,11,Canada,2/6/2024
353,"Lettuce, Cheese, Milk, Grapes, Butter",72,1,Australia,6/13/2022
177,"Bananas, Eggs",2,2,Australia,3/30/2022
411,"Butter, Tomatoes",70,6,Germany,9/14/2024
946,Rice,27,7,United States,10/30/2020
951,Lettuce,36,16,Australia,5/3/2020
492,Oranges,58,11,Australia,11/18/2024
508,"Oranges, Cheese",49,15,United States,9/19/2021
453,"Milk, Butter, Bread, Pasta",5,5,Canada,10/4/2022
493,Eggs,61,19,Canada,1/11/2020
546,"Beef, Oranges, Potatoes, Bread, Fish",71,7,United States,2/19/2020
728,"Rice, Oranges, Pasta, Fish",89,8,Germany,10/13/2021
234,"Onions, Chicken, Lettuce",45,10,Australia,11/3/2021
556,"Pasta, Bananas",11,6,Australia,8/31/2024
875,"Cheese, Eggs, Lettuce, Rice",82,2,United States,12/26/2021
146,"Pasta, Potatoes, Lettuce",46,5,Germany,4/10/2024
276,"Oranges, Butter, Chicken, Milk, Eggs",50,15,Germany,2/23/2020
371,"Butter, Oranges, Bananas, Milk, Rice",91,17,United Kingdom,5/30/2022
916,Bananas,50,15,Germany,10/9/2024
399,"Beef, Chicken, Oranges, Grapes, Potatoes",0,2,Germany,8/22/2020
764,"Chicken, Rice",1,20,Australia,12/24/2020
37,"Beef, Chicken, Cereal, Eggs, Butter",30,5,United Kingdom,10/10/2024
341,Bread,96,15,Canada,9/16/2023
18,"Eggs, Oranges, Tomatoes, Carrots, Potatoes",62,2,United Kingdom,8/29/2024
531,"Bread, Beef, Lettuce, Butter, Grapes",78,18,United Kingdom,4/21/2024
656,"Bread, Potatoes, Milk, Lettuce, Apples",49,16,Germany,1/22/2022
963,"Onions, Cheese, Milk",89,17,Australia,11/22/2024
410,"Oranges, Potatoes",67,13,Canada,9/2/2024
124,"Milk, Cheese, Oranges",11,6,Canada,9/5/2022
385,"Rice, Chicken",67,4,Canada,10/4/2023
223,Rice,3,18,Australia,4/28/2020
78,"Grapes, Chicken",17,12,Australia,8/19/2021
853,"Fish, Carrots, Milk, Rice",93,3,Canada,2/2/2022
32,"Apples, Eggs, Chicken",69,12,Germany,9/22/2021
55,Apples,39,8,Australia,5/28/2023
492,"Bread, Carrots",74,6,United Kingdom,1/31/2023
138,"Butter, Cereal, Fish, Onions",15,11,Germany,5/15/2021
220,"Cheese, Carrots, Pasta, Rice, Tomatoes",23,1,United States,11/17/2022
222,Carrots,59,15,United Kingdom,3/7/2020
103,"Cheese, Bread, Oranges",89,1,Australia,7/10/2023
663,Bananas,40,16,United States,4/22/2021
238,"Cereal, Grapes, Milk, Chicken, Oranges",97,7,Australia,12/5/2022
574,"Cereal, Carrots",20,6,United States,4/29/2021
22,"Carrots, Bananas, Eggs, Milk, Cheese",3,9,Australia,1/13/2024
422,"Chicken, Onions",32,8,Australia,10/16/2022
443,"Bananas, Tomatoes, Beef, Chicken, Oranges",76,18,Germany,4/3/2020
279,"Carrots, Pasta, Onions, Grapes, Cereal",19,16,Australia,9/2/2021
268,Milk,29,11,Germany,6/3/2020
797,"Pasta, Chicken, Cereal, Milk, Bananas",96,7,United States,11/29/2022
238,"Grapes, Apples",51,3,Canada,6/17/2021
321,Onions,21,8,United Kingdom,6/2/2021
185,"Beef, Oranges",98,3,United Kingdom,3/5/2022
14,"Tomatoes, Apples, Cereal, Fish",47,10,United States,6/23/2021
392,Beef,40,18,Canada,2/24/2024
972,"Potatoes, Onions, Chicken, Beef, Carrots",35,20,United States,2/17/2023
219,Onions,93,7,Australia,9/23/2022
596,"Potatoes, Carrots, Fish, Milk, Apples",55,10,Germany,2/13/2020
785,"Potatoes, Carrots",62,3,Australia,4/7/2024
897,"Cheese, Cereal, Fish",40,7,Canada,3/28/2020
322,"Tomatoes, Milk",48,17,Germany,5/3/2023
78,"Grapes, Oranges, Eggs, Apples",11,10,Germany,11/28/2020
504,"Beef, Oranges",89,4,Australia,12/15/2021
441,Milk,9,20,Canada,10/13/2021
758,"Grapes, Beef, Tomatoes, Eggs",91,11,Canada,11/22/2021
971,"Beef, Apples",35,13,United States,3/12/2021
561,"Eggs, Grapes",97,12,United Kingdom,11/21/2022
546,"Oranges, Cheese, Rice, Tomatoes, Pasta",28,20,United States,4/29/2022
87,"Potatoes, Fish, Carrots",31,5,United States,8/29/2022
610,"Chicken, Grapes, Tomatoes, Onions, Apples",32,3,United States,8/19/2021
617,Milk,94,11,United States,11/10/2024
185,"Cereal, Potatoes, Pasta",41,2,Germany,4/22/2020
617,Beef,55,9,Canada,8/10/2023
17,"Rice, Cheese, Apples, Pasta, Lettuce",42,4,United States,10/6/2024
785,"Chicken, Grapes, Tomatoes, Fish, Eggs",67,4,United States,7/18/2024
938,Potatoes,34,14,United Kingdom,8/18/2021
526,Cereal,26,10,United Kingdom,9/19/2020
606,"Eggs, Lettuce, Carrots",83,19,Germany,5/9/2021
539,"Cheese, Oranges, Rice",45,9,United States,2/14/2022
358,"Bananas, Oranges, Chicken",94,4,Germany,11/7/2023
421,Potatoes,23,2,United States,10/2/2023
177,"Chicken, Bread",3,20,Germany,1/6/2024
239,"Eggs, Bananas",69,20,Canada,1/6/2020
609,"Bread, Cheese",18,16,United Kingdom,11/26/2022
596,"Onions, Pasta, Eggs, Grapes, Beef",91,4,Canada,1/19/2023
845,Pasta,96,18,United States,8/14/2020
956,"Beef, Milk, Pasta, Potatoes, Grapes",40,19,Germany,10/19/2023
523,"Apples, Tomatoes, Cheese",30,8,Australia,1/13/2024
167,"Milk, Cereal, Pasta, Apples, Chicken",59,8,Australia,7/15/2021
636,Fish,17,18,Australia,9/20/2024
823,"Oranges, Grapes, Cereal, Chicken",84,13,Germany,11/1/2023
490,"Cereal, Apples",23,6,Germany,9/20/2024
720,"Potatoes, Butter",34,8,United Kingdom,5/16/2022
738,"Eggs, Pasta",90,19,United Kingdom,2/16/2022
497,"Lettuce, Carrots, Pasta",52,13,Germany,1/28/2024
708,"Butter, Beef",93,11,Canada,6/20/2023
313,"Onions, Rice, Oranges, Bananas",18,17,Canada,12/22/2020
608,"Rice, Grapes, Cheese",690,6,Australia,5/3/2021
920,"Bread, Cheese, Potatoes, Eggs, Butter",610,14,United Kingdom,2/3/2024
771,Oranges,45,17,Germany,11/22/2021
39,"Bread, Eggs, Beef, Milk, Potatoes",3,6,United States,6/27/2023
324,Grapes,83,14,Canada,7/15/2020
997,"Eggs, Bread",65,16,Canada,1/27/2023
115,Pasta,56,8,United States,2/3/2020
877,Cheese,70,10,United States,1/2/2024
398,Bananas,2,3,Australia,10/12/2022
69,"Onions, Butter, Eggs",84,17,Germany,7/4/2024
448,Eggs,9,16,United Kingdom,11/28/2024
105,"Potatoes, Butter, Apples",93,7,Australia,10/16/2023
824,"Tomatoes, Chicken, Milk",1,3,Canada,4/28/2022
788,"Eggs, Tomatoes, Onions, Fish",16,1,United States,12/25/2022
289,"Butter, Lettuce, Potatoes, Apples, Onions",15,20,Germany,5/8/2023
11,Apples,83,3,Canada,10/1/2024
885,"Butter, Rice, Bananas, Cheese, Pasta",25,8,United States,10/5/2023
422,"Bread, Oranges, Tomatoes, Potatoes",93,8,Australia,1/31/2020
87,"Apples, Potatoes, Grapes",75,2,United States,10/20/2020
309,"Bread, Onions, Lettuce, Carrots, Milk",15,18,Australia,12/23/2022
159,"Apples, Lettuce, Cereal",20,20,United Kingdom,11/16/2023
421,"Onions, Carrots",35,11,United Kingdom,12/1/2020
